sl_pct,tp_pct,time_stop_min,trades,win_rate,winners,losers,net_pnl,avg_win,avg_loss,profit_factor,max_dd,return_over_dd
0.3,0.6,45,98,35.714285714285715,35,63,-18604.490249999923,1573.2415714285723,-1169.332464285714,0.7474547418573487,23328.655874999975,-0.7974951643029431
0.3,0.6,60,98,38.775510204081634,38,60,-20756.099624999915,1589.3061513157907,-1352.4955562499997,0.7442246725681255,28662.78337499994,-0.7241480826702845
0.3,0.6,90,98,42.857142857142854,42,56,-8277.134624999915,1808.4169642857148,-1504.1186986607138,0.9017325058334585,24867.772124999952,-0.3328458449512164
0.3,0.6,120,98,42.857142857142854,42,56,7066.333500000071,2419.155625000001,-1688.182191964285,1.0747457989939424,17495.234624999986,0.4039004706974644
0.35,0.2,30,98,41.83673469387755,41,57,-29749.124999999935,956.2149695121958,-1209.7182236842098,0.5685652547295574,29756.06999999995,-0.999766602242836
0.35,0.2,45,98,42.857142857142854,42,56,-29408.30268749993,1033.1571428571433,-1300.0161194196423,0.5960448071126816,31533.551437499955,-0.9326035713353663
0.35,0.2,60,98,44.89795918367347,44,54,-34062.427687499934,1015.1725568181824,-1457.9633368055554,0.5673514676310464,36479.91393749996,-0.9337310319826456
0.35,0.2,90,98,48.97959183673469,48,50,-27845.10768749994,1106.5875000000003,-1619.226153749999,0.6560689484540145,35893.533937499946,-0.7757694668902085
0.35,0.2,120,98,52.04081632653062,51,47,-23547.614249999955,1220.606397058824,-1825.5008617021272,0.7255476128990802,30870.58799999996,-0.7627847661988163
0.35,0.25,30,98,38.775510204081634,38,60,-30931.863749999924,1045.662705592106,-1177.7841093749992,0.5622873000268533,30885.190312499944,-1.0015111915137234
0.35,0.25,45,98,38.775510204081634,38,60,-30893.190187499928,1151.4225740131585,-1244.1207999999992,0.5861442850846967,32286.647999999943,-0.9568410504397974
0.35,0.25,60,98,41.83673469387755,41,57,-31769.53237499992,1187.651112804879,-1411.6355789473678,0.605167066190783,33676.85268749994,-0.9433640569028598
0.35,0.25,90,98,46.93877551020408,46,52,-24745.127999999924,1269.6084578804357,-1598.9830204326913,0.7023934337807586,33280.930499999944,-0.7435227209167113
0.35,0.25,120,98,48.97959183673469,48,50,-16947.621749999933,1517.636132812501,-1795.8831224999992,0.8112614174311343,28445.81174999995,-0.5957861881020134
0.35,0.3,30,98,38.775510204081634,38,60,-27624.66468749992,1132.694259868422,-1177.7841093749992,0.6090870351703764,28068.33656249994,-0.9841931539472568
