trade_date,expiry,dte,entry_ts,sr_kind,side,strike,spot_at_entry,entry_premium,lots,qty,candle_pattern,vix_pct_change,exit_ts,exit_premium,exit_reason,minutes_held,net_pnl,return_pct
2024-10-08,10_OCT_24,2,2024-10-08T12:00:00+05:30,resistance,PE,25000,24921.95,187.5,1,65,,0.0,2024-10-08T13:39:00+05:30,130.05,BREAK_SR,99,-3800.75,-30.69
2024-10-09,10_OCT_24,1,2024-10-09T09:47:00+05:30,resistance,PE,25200,25105.45,205.0,1,65,,0.0,2024-10-09T10:08:00+05:30,143.44,SL,21,-4067.9,-30.07
2024-10-09,10_OCT_24,1,2024-10-09T11:44:00+05:30,resistance,PE,25250,25164.7,158.75,1,65,,0.0,2024-10-09T12:32:00+05:30,158.55,BE_STOP,48,-79.5,-0.19
2024-10-09,10_OCT_24,1,2024-10-09T13:03:00+05:30,resistance,PE,25200,25121.25,146.65,2,130,,0.0,2024-10-09T14:01:00+05:30,135.6,BE_STOP,58,-1509.5,-7.6
2024-10-10,10_OCT_24,0,2024-10-10T09:52:00+05:30,support,CE,24900,25002.1,108.0,2,130,,0.0,2024-10-10T09:57:00+05:30,166.3,TP,5,7506.0,53.86
2024-10-10,10_OCT_24,0,2024-10-10T10:29:00+05:30,resistance,PE,25200,25090.5,142.4,2,130,,0.0,2024-10-10T11:34:00+05:30,214.35,TP,65,9280.5,50.44
2024-10-10,10_OCT_24,0,2024-10-10T12:05:00+05:30,resistance,PE,25150,25043.2,135.15,2,130,,0.0,2024-10-10T15:25:00+05:30,151.15,EOD,200,2007.0,11.76
2024-10-11,17_OCT_24,6,2024-10-11T09:45:00+05:30,support,CE,24900,25003.4,238.0,1,65,,0.0,2024-10-11T15:25:00+05:30,181.6,EOD,340,-3732.5,-23.73
2024-10-15,17_OCT_24,2,2024-10-15T09:45:00+05:30,resistance,PE,25250,25149.6,148.44,2,130,,0.0,2024-10-15T10:01:00+05:30,241.15,TP,16,11979.3,62.37
2024-10-15,17_OCT_24,2,2024-10-15T10:35:00+05:30,support,CE,24950,25047.8,160.75,1,65,,0.0,2024-10-15T11:24:00+05:30,157.19,BE_STOP,49,-297.9,-2.28
2024-10-15,17_OCT_24,2,2024-10-15T11:56:00+05:30,support,CE,24950,25071.75,167.85,1,65,,0.0,2024-10-15T13:02:00+05:30,136.75,BREAK_SR,66,-2088.0,-18.58
2024-10-15,17_OCT_24,2,2024-10-15T13:32:00+05:30,support,CE,24950,25051.15,145.1,2,130,,0.0,2024-10-15T13:57:00+05:30,141.44,BREAK_SR,25,-548.8,-2.59
2024-10-15,17_OCT_24,2,2024-10-15T14:27:00+05:30,support,CE,24950,25060.1,150.69,2,130,,0.0,2024-10-15T14:37:00+05:30,135.35,BREAK_SR,10,-2067.2,-10.24
2024-10-16,17_OCT_24,1,2024-10-16T09:45:00+05:30,resistance,PE,25150,25071.0,123.85,2,130,,0.0,2024-10-16T11:15:00+05:30,192.6,TP,90,8864.5,55.41
2024-10-16,17_OCT_24,1,2024-10-16T11:57:00+05:30,support,CE,24850,24955.4,137.1,2,130,,0.0,2024-10-16T12:03:00+05:30,130.5,BREAK_SR,6,-931.0,-4.89
2024-10-16,17_OCT_24,1,2024-10-16T12:44:00+05:30,support,CE,24850,24951.2,133.0,2,130,,0.0,2024-10-16T12:46:00+05:30,128.8,BREAK_SR,2,-619.0,-3.23
2024-10-16,17_OCT_24,1,2024-10-16T13:17:00+05:30,support,CE,24850,24974.3,145.55,2,130,,0.0,2024-10-16T14:26:00+05:30,221.45,TP,69,9794.0,52.06
2024-10-18,24_OCT_24,6,2024-10-18T09:45:00+05:30,support,CE,24550,24654.75,248.2,1,65,,0.0,2024-10-18T12:25:00+05:30,373.45,TP,160,8074.75,50.41
2024-10-18,24_OCT_24,6,2024-10-18T12:57:00+05:30,resistance,PE,24950,24845.45,174.25,1,65,,0.0,2024-10-18T15:25:00+05:30,154.55,EOD,148,-1347.0,-11.36
2024-10-21,24_OCT_24,3,2024-10-21T09:46:00+05:30,support,CE,24650,24765.1,193.55,1,65,,0.0,2024-10-21T09:51:00+05:30,158.25,BREAK_SR,5,-2361.0,-18.29
2024-10-21,24_OCT_24,3,2024-10-21T10:21:00+05:30,support,CE,24700,24812.8,190.35,1,65,,0.0,2024-10-21T12:04:00+05:30,133.1,SL,103,-3787.75,-30.12
2024-10-21,24_OCT_24,3,2024-10-21T12:34:00+05:30,support,CE,24650,24759.65,168.25,1,65,,0.0,2024-10-21T14:00:00+05:30,263.7,TP,86,6137.75,56.65
2024-10-21,24_OCT_24,3,2024-10-21T14:30:00+05:30,support,CE,24750,24857.35,175.85,1,65,,0.0,2024-10-21T15:02:00+05:30,120.15,SL,32,-3687.0,-31.72
2024-10-22,24_OCT_24,2,2024-10-22T09:47:00+05:30,resistance,PE,24950,24855.7,149.6,2,130,,0.0,2024-10-22T10:13:00+05:30,227.2,TP,26,10015.0,51.79
2024-10-22,24_OCT_24,2,2024-10-22T10:46:00+05:30,support,CE,24550,24660.8,189.75,1,65,,0.0,2024-10-22T11:42:00+05:30,189.65,BE_STOP,56,-73.0,-0.11
2024-10-22,24_OCT_24,2,2024-10-22T12:13:00+05:30,support,CE,24550,24664.95,195.8,1,65,,0.0,2024-10-22T13:03:00+05:30,150.55,BREAK_SR,50,-3007.75,-23.16
